"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 25 15:00:56 EDT 2023","Thu May 25 15:00:57 EDT 2023","525","","Links assertion on the home page","","","","validate, link contains Exit Intent Editor",""
"passed","Thu May 25 15:00:52 EDT 2023","Thu May 25 15:00:52 EDT 2023","322","","Links assertion on the home page","","","","validate, link contains Add/Remove Elements Editor",""
"passed","Thu May 25 15:00:52 EDT 2023","Thu May 25 15:00:53 EDT 2023","305","","Links assertion on the home page","","","","validate, link contains Broken Images Editor",""
"passed","Thu May 25 15:00:55 EDT 2023","Thu May 25 15:00:55 EDT 2023","264","","Links assertion on the home page","","","","validate, link contains Dropdown Editor",""
"passed","Thu May 25 15:01:00 EDT 2023","Thu May 25 15:01:00 EDT 2023","285","","Links assertion on the home page","","","","validate, link contains Infinite Scroll Editor",""
"passed","Thu May 25 15:01:02 EDT 2023","Thu May 25 15:01:02 EDT 2023","311","","Links assertion on the home page","","","","validate, link contains Multiple Windows Editor",""
"passed","Thu May 25 15:01:05 EDT 2023","Thu May 25 15:01:05 EDT 2023","310","","Links assertion on the home page","","","","validate, link contains Sortable Data Tables Editor",""
"passed","Thu May 25 15:00:57 EDT 2023","Thu May 25 15:00:58 EDT 2023","419","","Links assertion on the home page","","","","validate, link contains File Upload Editor",""
"passed","Thu May 25 15:01:02 EDT 2023","Thu May 25 15:01:02 EDT 2023","301","","Links assertion on the home page","","","","validate, link contains Large & Deep DOM Editor",""
"passed","Thu May 25 15:01:06 EDT 2023","Thu May 25 15:01:06 EDT 2023","303","","Links assertion on the home page","","","","validate, link contains Typos Editor",""
"passed","Thu May 25 15:00:57 EDT 2023","Thu May 25 15:00:57 EDT 2023","468","","Links assertion on the home page","","","","validate, link contains File Download Editor",""
"passed","Thu May 25 15:00:53 EDT 2023","Thu May 25 15:00:54 EDT 2023","308","","Links assertion on the home page","","","","validate, link contains Context Menu Editor",""
"passed","Thu May 25 15:00:54 EDT 2023","Thu May 25 15:00:55 EDT 2023","355","","Links assertion on the home page","","","","validate, link contains Drag and Drop Editor",""
"passed","Thu May 25 15:01:03 EDT 2023","Thu May 25 15:01:03 EDT 2023","302","","Links assertion on the home page","","","","validate, link contains Notification Messages Editor",""
"passed","Thu May 25 15:01:06 EDT 2023","Thu May 25 15:01:06 EDT 2023","320","","Links assertion on the home page","","","","validate, link contains WYSIWYG Editor Editor",""
"passed","Thu May 25 15:00:50 EDT 2023","Thu May 25 15:00:52 EDT 2023","1402","","Links assertion on the home page","","","","validate, link contains A/B Testing Editor",""
"passed","Thu May 25 15:00:56 EDT 2023","Thu May 25 15:00:56 EDT 2023","330","","Links assertion on the home page","","","","validate, link contains Dynamic Loading Editor",""
"passed","Thu May 25 15:01:03 EDT 2023","Thu May 25 15:01:03 EDT 2023","288","","Links assertion on the home page","","","","validate, link contains Redirect Link Editor",""
"passed","Thu May 25 15:00:48 EDT 2023","Thu May 25 15:00:49 EDT 2023","165","","API end point assertions","","","","fetch list of users",""
"passed","Thu May 25 15:00:59 EDT 2023","Thu May 25 15:01:00 EDT 2023","276","","Links assertion on the home page","","","","validate, link contains Horizontal Slider Editor",""
"passed","Thu May 25 15:00:58 EDT 2023","Thu May 25 15:00:59 EDT 2023","272","","Links assertion on the home page","","","","validate, link contains Form Authentication Editor",""
"passed","Thu May 25 15:00:53 EDT 2023","Thu May 25 15:00:53 EDT 2023","316","","Links assertion on the home page","","","","validate, link contains Challenging DOM Editor",""
"passed","Thu May 25 15:00:55 EDT 2023","Thu May 25 15:00:55 EDT 2023","276","","Links assertion on the home page","","","","validate, link contains Dynamic Content Editor",""
"passed","Thu May 25 15:00:56 EDT 2023","Thu May 25 15:00:56 EDT 2023","282","","Links assertion on the home page","","","","validate, link contains Entry Ad Editor",""
"passed","Thu May 25 15:01:04 EDT 2023","Thu May 25 15:01:05 EDT 2023","571","","Links assertion on the home page","","","","validate, link contains Slow Resources Editor",""
"passed","Thu May 25 15:01:00 EDT 2023","Thu May 25 15:01:01 EDT 2023","340","","Links assertion on the home page","","","","validate, link contains JQuery UI Menus Editor",""
