"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 13 02:18:43 GMT 2023","Sun Aug 13 02:18:43 GMT 2023","177","","Links assertion on the home page","","","","validate, link contains Sortable Data Tables Editor",""
"passed","Sun Aug 13 02:18:42 GMT 2023","Sun Aug 13 02:18:42 GMT 2023","184","","Links assertion on the home page","","","","validate, link contains Large & Deep DOM Editor",""
"passed","Sun Aug 13 02:18:41 GMT 2023","Sun Aug 13 02:18:41 GMT 2023","284","","Links assertion on the home page","","","","validate, link contains JavaScript Alerts Editor",""
"passed","Sun Aug 13 02:18:40 GMT 2023","Sun Aug 13 02:18:40 GMT 2023","193","","Links assertion on the home page","","","","validate, link contains Infinite Scroll Editor",""
"passed","Sun Aug 13 02:18:37 GMT 2023","Sun Aug 13 02:18:38 GMT 2023","158","","Links assertion on the home page","","","","validate, link contains Disappearing Elements Editor",""
"passed","Sun Aug 13 02:18:43 GMT 2023","Sun Aug 13 02:18:43 GMT 2023","183","","Links assertion on the home page","","","","validate, link contains Shifting Content Editor",""
"passed","Sun Aug 13 02:18:43 GMT 2023","Sun Aug 13 02:18:43 GMT 2023","202","","Links assertion on the home page","","","","validate, link contains Secure File Download Editor",""
"passed","Sun Aug 13 02:18:38 GMT 2023","Sun Aug 13 02:18:39 GMT 2023","162","","Links assertion on the home page","","","","validate, link contains Entry Ad Editor",""
"passed","Sun Aug 13 02:18:39 GMT 2023","Sun Aug 13 02:18:39 GMT 2023","153","","Links assertion on the home page","","","","validate, link contains Forgot Password Editor",""
"passed","Sun Aug 13 02:18:43 GMT 2023","Sun Aug 13 02:18:43 GMT 2023","180","","Links assertion on the home page","","","","validate, link contains Shadow DOM Editor",""
"passed","Sun Aug 13 02:18:39 GMT 2023","Sun Aug 13 02:18:39 GMT 2023","156","","Links assertion on the home page","","","","validate, link contains File Download Editor",""
"passed","Sun Aug 13 02:18:42 GMT 2023","Sun Aug 13 02:18:43 GMT 2023","197","","Links assertion on the home page","","","","validate, link contains Redirect Link Editor",""
"passed","Sun Aug 13 02:18:42 GMT 2023","Sun Aug 13 02:18:42 GMT 2023","171","","Links assertion on the home page","","","","validate, link contains Nested Frames Editor",""
"passed","Sun Aug 13 02:18:42 GMT 2023","Sun Aug 13 02:18:42 GMT 2023","206","","Links assertion on the home page","","","","validate, link contains Multiple Windows Editor",""
"passed","Sun Aug 13 02:18:37 GMT 2023","Sun Aug 13 02:18:37 GMT 2023","137","","Links assertion on the home page","","","","validate, link contains Broken Images Editor",""
"passed","Sun Aug 13 02:18:38 GMT 2023","Sun Aug 13 02:18:38 GMT 2023","181","","Links assertion on the home page","","","","validate, link contains Dropdown Editor",""
"passed","Sun Aug 13 02:18:34 GMT 2023","Sun Aug 13 02:18:34 GMT 2023","130","","API end point assertions","","","","fetch list of users",""
"passed","Sun Aug 13 02:18:41 GMT 2023","Sun Aug 13 02:18:41 GMT 2023","195","","Links assertion on the home page","","","","validate, link contains JavaScript onload event error Editor",""
"passed","Sun Aug 13 02:18:41 GMT 2023","Sun Aug 13 02:18:41 GMT 2023","186","","Links assertion on the home page","","","","validate, link contains Key Presses Editor",""
"passed","Sun Aug 13 02:18:40 GMT 2023","Sun Aug 13 02:18:40 GMT 2023","141","","Links assertion on the home page","","","","validate, link contains Geolocation Editor",""
"passed","Sun Aug 13 02:18:36 GMT 2023","Sun Aug 13 02:18:36 GMT 2023","546","","Links assertion on the home page","","","","validate, link contains A/B Testing Editor",""
"passed","Sun Aug 13 02:18:44 GMT 2023","Sun Aug 13 02:18:44 GMT 2023","208","","Links assertion on the home page","","","","validate, link contains WYSIWYG Editor Editor",""
"passed","Sun Aug 13 02:18:37 GMT 2023","Sun Aug 13 02:18:37 GMT 2023","136","","Links assertion on the home page","","","","validate, link contains Checkboxes Editor",""
