"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 30 02:38:17 GMT 2023","Tue May 30 02:38:17 GMT 2023","196","","Links assertion on the home page","","","","validate, link contains JavaScript onload event error Editor",""
"passed","Tue May 30 02:38:20 GMT 2023","Tue May 30 02:38:20 GMT 2023","238","","Links assertion on the home page","","","","validate, link contains WYSIWYG Editor Editor",""
"passed","Tue May 30 02:38:15 GMT 2023","Tue May 30 02:38:15 GMT 2023","226","","Links assertion on the home page","","","","validate, link contains Geolocation Editor",""
"passed","Tue May 30 02:38:11 GMT 2023","Tue May 30 02:38:11 GMT 2023","222","","Links assertion on the home page","","","","validate, link contains Add/Remove Elements Editor",""
"passed","Tue May 30 02:38:15 GMT 2023","Tue May 30 02:38:15 GMT 2023","213","","Links assertion on the home page","","","","validate, link contains Frames Editor",""
"passed","Tue May 30 02:38:18 GMT 2023","Tue May 30 02:38:18 GMT 2023","244","","Links assertion on the home page","","","","validate, link contains Nested Frames Editor",""
"passed","Tue May 30 02:38:12 GMT 2023","Tue May 30 02:38:12 GMT 2023","169","","Links assertion on the home page","","","","validate, link contains Broken Images Editor",""
"passed","Tue May 30 02:38:08 GMT 2023","Tue May 30 02:38:08 GMT 2023","186","","API end point assertions","","","","fetch list of users",""
"passed","Tue May 30 02:38:14 GMT 2023","Tue May 30 02:38:15 GMT 2023","171","","Links assertion on the home page","","","","validate, link contains Floating Menu Editor",""
"passed","Tue May 30 02:38:13 GMT 2023","Tue May 30 02:38:14 GMT 2023","173","","Links assertion on the home page","","","","validate, link contains Dynamic Loading Editor",""
"passed","Tue May 30 02:38:16 GMT 2023","Tue May 30 02:38:16 GMT 2023","242","","Links assertion on the home page","","","","validate, link contains Inputs Editor",""
"passed","Tue May 30 02:38:11 GMT 2023","Tue May 30 02:38:11 GMT 2023","201","","Links assertion on the home page","","","","validate, link contains Basic Auth Editor",""
"passed","Tue May 30 02:38:20 GMT 2023","Tue May 30 02:38:20 GMT 2023","254","","Links assertion on the home page","","","","validate, link contains Typos Editor",""
"passed","Tue May 30 02:38:12 GMT 2023","Tue May 30 02:38:12 GMT 2023","215","","Links assertion on the home page","","","","validate, link contains Challenging DOM Editor",""
"passed","Tue May 30 02:38:18 GMT 2023","Tue May 30 02:38:18 GMT 2023","234","","Links assertion on the home page","","","","validate, link contains Multiple Windows Editor",""
"passed","Tue May 30 02:38:17 GMT 2023","Tue May 30 02:38:18 GMT 2023","226","","Links assertion on the home page","","","","validate, link contains Large & Deep DOM Editor",""
"passed","Tue May 30 02:38:15 GMT 2023","Tue May 30 02:38:15 GMT 2023","169","","Links assertion on the home page","","","","validate, link contains Forgot Password Editor",""
"passed","Tue May 30 02:38:18 GMT 2023","Tue May 30 02:38:19 GMT 2023","224","","Links assertion on the home page","","","","validate, link contains Redirect Link Editor",""
"passed","Tue May 30 02:38:15 GMT 2023","Tue May 30 02:38:16 GMT 2023","212","","Links assertion on the home page","","","","validate, link contains Horizontal Slider Editor",""
"passed","Tue May 30 02:38:14 GMT 2023","Tue May 30 02:38:14 GMT 2023","169","","Links assertion on the home page","","","","validate, link contains File Download Editor",""
"passed","Tue May 30 02:38:18 GMT 2023","Tue May 30 02:38:18 GMT 2023","224","","Links assertion on the home page","","","","validate, link contains Notification Messages Editor",""
"passed","Tue May 30 02:38:13 GMT 2023","Tue May 30 02:38:13 GMT 2023","181","","Links assertion on the home page","","","","validate, link contains Dropdown Editor",""
"passed","Tue May 30 02:38:12 GMT 2023","Tue May 30 02:38:12 GMT 2023","170","","Links assertion on the home page","","","","validate, link contains Checkboxes Editor",""
"passed","Tue May 30 02:38:13 GMT 2023","Tue May 30 02:38:13 GMT 2023","171","","Links assertion on the home page","","","","validate, link contains Dynamic Content Editor",""
"passed","Tue May 30 02:38:19 GMT 2023","Tue May 30 02:38:19 GMT 2023","236","","Links assertion on the home page","","","","validate, link contains Secure File Download Editor",""
