"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 10 02:24:42 GMT 2024","Sun Mar 10 02:24:42 GMT 2024","155","","Links assertion on the home page","","","","validate, link contains Broken Images Editor",""
"passed","Sun Mar 10 02:24:41 GMT 2024","Sun Mar 10 02:24:42 GMT 2024","652","","Links assertion on the home page","","","","validate, link contains A/B Testing Editor",""
"passed","Sun Mar 10 02:24:45 GMT 2024","Sun Mar 10 02:24:46 GMT 2024","154","","Links assertion on the home page","","","","validate, link contains Hovers Editor",""
"passed","Sun Mar 10 02:24:47 GMT 2024","Sun Mar 10 02:24:47 GMT 2024","142","","Links assertion on the home page","","","","validate, link contains Secure File Download Editor",""
"passed","Sun Mar 10 02:24:44 GMT 2024","Sun Mar 10 02:24:45 GMT 2024","144","","Links assertion on the home page","","","","validate, link contains File Upload Editor",""
"passed","Sun Mar 10 02:24:44 GMT 2024","Sun Mar 10 02:24:44 GMT 2024","183","","Links assertion on the home page","","","","validate, link contains Entry Ad Editor",""
"passed","Sun Mar 10 02:24:47 GMT 2024","Sun Mar 10 02:24:47 GMT 2024","136","","Links assertion on the home page","","","","validate, link contains Nested Frames Editor",""
"passed","Sun Mar 10 02:24:47 GMT 2024","Sun Mar 10 02:24:47 GMT 2024","138","","Links assertion on the home page","","","","validate, link contains Redirect Link Editor",""
"passed","Sun Mar 10 02:24:43 GMT 2024","Sun Mar 10 02:24:43 GMT 2024","175","","Links assertion on the home page","","","","validate, link contains Disappearing Elements Editor",""
"passed","Sun Mar 10 02:24:44 GMT 2024","Sun Mar 10 02:24:44 GMT 2024","151","","Links assertion on the home page","","","","validate, link contains Dynamic Controls Editor",""
"passed","Sun Mar 10 02:24:42 GMT 2024","Sun Mar 10 02:24:42 GMT 2024","180","","Links assertion on the home page","","","","validate, link contains Add/Remove Elements Editor",""
"passed","Sun Mar 10 02:24:46 GMT 2024","Sun Mar 10 02:24:46 GMT 2024","141","","Links assertion on the home page","","","","validate, link contains JavaScript Alerts Editor",""
"passed","Sun Mar 10 02:24:42 GMT 2024","Sun Mar 10 02:24:43 GMT 2024","168","","Links assertion on the home page","","","","validate, link contains Checkboxes Editor",""
"passed","Sun Mar 10 02:24:46 GMT 2024","Sun Mar 10 02:24:46 GMT 2024","144","","Links assertion on the home page","","","","validate, link contains JQuery UI Menus Editor",""
"passed","Sun Mar 10 02:24:46 GMT 2024","Sun Mar 10 02:24:46 GMT 2024","163","","Links assertion on the home page","","","","validate, link contains JavaScript onload event error Editor",""
"passed","Sun Mar 10 02:24:48 GMT 2024","Sun Mar 10 02:24:48 GMT 2024","141","","Links assertion on the home page","","","","validate, link contains Typos Editor",""
