"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 30 02:28:35 GMT 2023","Thu Nov 30 02:28:35 GMT 2023","169","","Links assertion on the home page","","","","validate, link contains Frames Editor",""
"passed","Thu Nov 30 02:28:33 GMT 2023","Thu Nov 30 02:28:33 GMT 2023","188","","Links assertion on the home page","","","","validate, link contains Dropdown Editor",""
"passed","Thu Nov 30 02:28:34 GMT 2023","Thu Nov 30 02:28:34 GMT 2023","201","","Links assertion on the home page","","","","validate, link contains File Upload Editor",""
"passed","Thu Nov 30 02:28:38 GMT 2023","Thu Nov 30 02:28:38 GMT 2023","175","","Links assertion on the home page","","","","validate, link contains Notification Messages Editor",""
"passed","Thu Nov 30 02:28:32 GMT 2023","Thu Nov 30 02:28:32 GMT 2023","202","","Links assertion on the home page","","","","validate, link contains Digest Authentication Editor",""
"passed","Thu Nov 30 02:28:31 GMT 2023","Thu Nov 30 02:28:32 GMT 2023","213","","Links assertion on the home page","","","","validate, link contains Checkboxes Editor",""
"passed","Thu Nov 30 02:28:34 GMT 2023","Thu Nov 30 02:28:34 GMT 2023","180","","Links assertion on the home page","","","","validate, link contains Floating Menu Editor",""
"passed","Thu Nov 30 02:28:32 GMT 2023","Thu Nov 30 02:28:32 GMT 2023","192","","Links assertion on the home page","","","","validate, link contains Disappearing Elements Editor",""
"passed","Thu Nov 30 02:28:28 GMT 2023","Thu Nov 30 02:28:28 GMT 2023","147","","API end point assertions","","","","fetch list of users",""
"passed","Thu Nov 30 02:28:33 GMT 2023","Thu Nov 30 02:28:34 GMT 2023","184","","Links assertion on the home page","","","","validate, link contains Entry Ad Editor",""
"passed","Thu Nov 30 02:28:34 GMT 2023","Thu Nov 30 02:28:34 GMT 2023","191","","Links assertion on the home page","","","","validate, link contains Exit Intent Editor",""
"passed","Thu Nov 30 02:28:31 GMT 2023","Thu Nov 30 02:28:31 GMT 2023","204","","Links assertion on the home page","","","","validate, link contains Challenging DOM Editor",""
"passed","Thu Nov 30 02:28:29 GMT 2023","Thu Nov 30 02:28:31 GMT 2023","1153","","Links assertion on the home page","","","","validate, link contains A/B Testing Editor",""
